u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,junction,access,width,ref
246144918,246144912,0,22885885,False,2,Viale del Monte Oppio,residential,30,True,388.4839999999999,"LINESTRING (12.4973971 41.8935362, 12.4973237 41.8934864, 12.4969222 41.8932144, 12.4966728 41.8930512, 12.4959241 41.8925601, 12.4957853 41.8924741, 12.4957313 41.8924411, 12.4954828 41.8922876, 12.4954401 41.8922658, 12.4953837 41.8922397, 12.4953236 41.8922155, 12.4952495 41.8921903, 12.4951717 41.8921669, 12.4951103 41.8921498, 12.4950464 41.8921335, 12.4949755 41.8921178, 12.4949022 41.8921028, 12.494846 41.8920939, 12.4947591 41.8920846, 12.4947142 41.8920814, 12.4946668 41.8920787, 12.4946179 41.8920783, 12.4945665 41.8920783, 12.4945306 41.8920793, 12.4944546 41.8920844, 12.4943714 41.8920926, 12.4943045 41.8921024, 12.4942304 41.8921153, 12.4940546 41.8921495, 12.4938769 41.8921904, 12.4937775 41.8922147, 12.4936827 41.8922407, 12.4935869 41.8922687, 12.4934427 41.8923166)",,,,,,
246144918,255250110,0,22885903,False,2,Viale del Monte Oppio,residential,,False,65.84,"LINESTRING (12.4973971 41.8935362, 12.4974727 41.8935845, 12.4980004 41.8939221)",,,,,,
246144918,246147146,0,23568621,False,2,Via delle Terme di Traiano,unclassified,,False,245.064,"LINESTRING (12.4973971 41.8935362, 12.4974549 41.8934877, 12.4979313 41.8930881, 12.4984127 41.892683, 12.4985537 41.8925644, 12.4986799 41.8924582, 12.4988514 41.8923139, 12.4989081 41.8922662, 12.4990179 41.8921975, 12.4991325 41.8921405, 12.4994636 41.8919729)",,,,,,
246145164,255250110,0,22885903,False,2,Viale del Monte Oppio,residential,,True,80.386,"LINESTRING (12.4987392 41.8943912, 12.4986913 41.8943616, 12.4984617 41.8942095, 12.4981464 41.8940114, 12.4981065 41.8939865, 12.4980004 41.8939221)",,,,,,
246145164,2001545081,0,50601734,True,1,Viale del Monte Oppio,residential,,False,74.685,"LINESTRING (12.4987392 41.8943912, 12.4993109 41.8947648, 12.4994155 41.8948358)",,,,,4,
246146288,1107496227,0,189558641,False,2,Largo Brancaccio,tertiary,50,True,13.944,"LINESTRING (12.49968 41.8950163, 12.4998484 41.8950128)",,,,,,
246146288,261761724,0,189558639,False,2,Largo Brancaccio,tertiary,50,False,43.653,"LINESTRING (12.49968 41.8950163, 12.4991842 41.8950266, 12.4991528 41.8950273)",,,,,,
246147146,257668664,0,22886002,True,1,Via Mecenate,residential,,False,54.046,"LINESTRING (12.4994636 41.8919729, 12.4994231 41.8919303, 12.4990869 41.8915759)",,,,,,
246147146,246144918,0,23568621,False,2,Via delle Terme di Traiano,unclassified,,True,245.06400000000002,"LINESTRING (12.4994636 41.8919729, 12.4991325 41.8921405, 12.4990179 41.8921975, 12.4989081 41.8922662, 12.4988514 41.8923139, 12.4986799 41.8924582, 12.4985537 41.8925644, 12.4984127 41.892683, 12.4979313 41.8930881, 12.4974549 41.8934877, 12.4973971 41.8935362)",,,,,,
246147347,246147146,0,22886002,True,1,Via Mecenate,residential,,False,218.14600000000002,"LINESTRING (12.5010694 41.8935265, 12.5010257 41.8934991, 12.500984 41.8934693, 12.5009408 41.8934311, 12.4995529 41.8920611, 12.4994636 41.8919729)",,,,,,
246147347,255259845,0,232183093,False,4,Via Merulana,secondary,50,False,105.08599999999998,"LINESTRING (12.5010694 41.8935265, 12.5011126 41.8934486, 12.5014644 41.892819, 12.5015563 41.8926537)",,,,,,
246147347,246147610,0,"[100304834, 232183093]",False,4,Via Merulana,secondary,50,True,177.98899999999998,"LINESTRING (12.5010694 41.8935265, 12.5010015 41.8936458, 12.500737 41.89413, 12.5004925 41.89456, 12.5003337 41.8948411, 12.5003152 41.8948739, 12.5002585 41.8949782, 12.5002442 41.8950046)",,,,,,
246147347,772772858,0,"[1217273544, 22886033, 1217273543]",True,1,Largo Leopardi,residential,,False,76.94800000000001,"LINESTRING (12.5010694 41.8935265, 12.5011591 41.8935866, 12.5011939 41.8936128, 12.5012265 41.8936426, 12.5016449 41.8940676)",,,,,,
246147348,257668655,0,23578476,False,2,Via Ruggero Bonghi,residential,,False,45.792,"LINESTRING (12.4983107 41.8908328, 12.4977615 41.8907833)",,,,,,
246147348,246478681,0,23578475,True,1,Via Ruggero Bonghi,residential,,False,27.876,"LINESTRING (12.4983107 41.8908328, 12.4983811 41.8908039, 12.4984455 41.8907774, 12.49862 41.8907369)",,,,,,
246147609,2537299971,0,22878481,True,2,Via Merulana,secondary,50,False,33.37,"LINESTRING (12.4991411 41.8968725, 12.4992656 41.8966843, 12.4992809 41.8966652, 12.4992944 41.8966501, 12.4993169 41.896629, 12.4993376 41.8966119)",,,,,,
246147609,258277664,0,106132626,True,2,Piazza di Santa Maria Maggiore,tertiary,50,False,24.899,"LINESTRING (12.4991411 41.8968725, 12.4991624 41.8968652, 12.4991846 41.8968585, 12.4992072 41.8968531, 12.4992337 41.8968483, 12.4992538 41.896846, 12.4992874 41.8968445, 12.4993082 41.8968448, 12.4993421 41.8968478, 12.4993641 41.8968521, 12.4993871 41.8968599, 12.4994036 41.8968685, 12.4994219 41.8968815)",,,,,,
246147610,1107496227,0,22886026,False,2,Largo Brancaccio,tertiary,50,False,32.774,"LINESTRING (12.5002442 41.8950046, 12.5001776 41.895006, 12.5001073 41.8950074, 12.4998484 41.8950128)",,,,,,
246147610,261764693,0,22886031,False,2,Via dello Statuto,secondary,50,False,103.11800000000001,"LINESTRING (12.5002442 41.8950046, 12.5004295 41.8949894, 12.5014148 41.89492, 12.5014841 41.8949144)",,,,,,
246147610,246147347,0,"[100304834, 232183093]",False,4,Via Merulana,secondary,50,False,177.989,"LINESTRING (12.5002442 41.8950046, 12.5002585 41.8949782, 12.5003152 41.8948739, 12.5003337 41.8948411, 12.5004925 41.89456, 12.500737 41.89413, 12.5010015 41.8936458, 12.5010694 41.8935265)",,,,,,
246147610,1107496218,0,100304837,False,4,Via Merulana,secondary,50,True,33.254999999999995,"LINESTRING (12.5002442 41.8950046, 12.5001929 41.8950907, 12.5001849 41.8951042, 12.5000857 41.8952794)",,,,,,
246147726,3134209749,0,189558676,False,2,Via Giovanni Lanza,tertiary,50,True,15.911,"LINESTRING (12.4972278 41.8950387, 12.49742 41.8950362)",,,,,,
246147726,772772863,0,23328208,False,2,Via dei Quattro Cantoni,residential,,False,9.701,"LINESTRING (12.4972278 41.8950387, 12.4972191 41.8951111, 12.4972174 41.8951256)",,,,,,
246147726,3134209748,0,23569690,True,1,Via in Selci,residential,,False,287.266,"LINESTRING (12.4972278 41.8950387, 12.4971253 41.8949978, 12.4970401 41.8949669, 12.4969522 41.8949349, 12.4968567 41.894903, 12.4965392 41.8948018, 12.4964029 41.8947616, 12.4962325 41.8947135, 12.4961647 41.8946955, 12.4961075 41.8946812, 12.4960449 41.894667, 12.4959933 41.8946558, 12.4959362 41.8946447, 12.4958743 41.8946359, 12.4958103 41.8946287, 12.4957459 41.8946248, 12.4956793 41.8946225, 12.494998 41.8946194, 12.4949334 41.8946199, 12.4948745 41.8946203, 12.4948242 41.8946216, 12.4947672 41.8946238, 12.4947101 41.8946262, 12.4946564 41.8946293, 12.4946027 41.8946325, 12.4944941 41.8946419, 12.4943649 41.8946541, 12.4941735 41.8946763, 12.494142 41.8946821, 12.4941193 41.8946902, 12.4941016 41.8947002, 12.4940892 41.8947098, 12.4940775 41.8947217, 12.494067 41.8947352, 12.494057 41.8947514, 12.4940076 41.8948492)",,,,,,
246147726,3134209748,1,189558676,False,2,Via Giovanni Lanza,tertiary,50,False,269.371,"LINESTRING (12.4972278 41.8950387, 12.4968522 41.8950448, 12.495827 41.8950579, 12.4957151 41.8950584, 12.4956052 41.8950586, 12.4955022 41.8950578, 12.4954013 41.8950568, 12.4952901 41.8950534, 12.495244 41.8950515, 12.4951899 41.8950487, 12.4951381 41.8950453, 12.4950783 41.8950409, 12.4950103 41.8950355, 12.4949479 41.8950298, 12.4948763 41.8950229, 12.4948319 41.8950182, 12.4947907 41.8950128, 12.4947535 41.8950073, 12.4946605 41.8949918, 12.4945773 41.8949758, 12.4944982 41.8949597, 12.4944157 41.894942, 12.4942872 41.8949131, 12.4940076 41.8948492)",,,,,,
