u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,junction,access,width,ref
1444831059,304572700,0,131235408,True,1,Via del Corso,unclassified,30,False,35.239000000000004,"LINESTRING (12.4801766 41.9015935, 12.4802288 41.9014653, 12.4803018 41.9012906)",,,,,,
1444831059,309301482,0,"[124034692, 131235412]",True,2,Largo Chigi,unclassified,50,False,100.51,"LINESTRING (12.4801766 41.9015935, 12.4802059 41.9015589, 12.4802343 41.9015361, 12.480257 41.9015201, 12.4802845 41.9015079, 12.4802932 41.9015041, 12.4803245 41.9014938, 12.4803611 41.9014855, 12.4804008 41.9014805, 12.4804245 41.9014782, 12.4804641 41.901477, 12.4804982 41.9014778, 12.4805379 41.9014827, 12.4805723 41.9014896, 12.4806053 41.9014983, 12.4812112 41.9016727, 12.4812717 41.9017037)",,,,,,
1451005804,617834598,0,23764635,True,1,Largo Nicola Spinelli,tertiary,50,False,61.241,"LINESTRING (12.4935279 41.9170787, 12.4937896 41.9169075, 12.4939257 41.9166342)",,,,,,
1451005804,1198670030,0,103835057,True,2,Via Arcangelo Corelli,residential,50,False,107.825,"LINESTRING (12.4935279 41.9170787, 12.4934807 41.9170306, 12.4934389 41.9169877, 12.4927276 41.9163135)",,,,,,
1455386186,1455386212,0,132274267,False,,Piazza Camerino,living_street,,False,27.353,"LINESTRING (12.5193208 41.8871322, 12.5190452 41.8872679)",,,,,,
1455386212,1455386186,0,132274267,False,,Piazza Camerino,living_street,,True,27.353,"LINESTRING (12.5190452 41.8872679, 12.5193208 41.8871322)",,,,,,
1455386212,246123280,0,190502727,True,2,Piazza Camerino,secondary,50,False,40.025,"LINESTRING (12.5190452 41.8872679, 12.5190047 41.8870707, 12.518999 41.8870193, 12.5189838 41.886911)",,,,,,
1491995170,247334979,0,4951339,False,2,Via della Luce,residential,30,True,8.995000000000001,"LINESTRING (12.4744277 41.887848, 12.4743839 41.8878228, 12.474333 41.887811)",,,,,,
1491995170,32650370,0,135930645,True,1,Via della Luce,residential,30,False,61.855,"LINESTRING (12.4744277 41.887848, 12.4746903 41.8880893, 12.4748794 41.8882907)",,,,,,
1510786605,281043897,0,203858806,False,,Via delle Vergini,residential,,True,29.58,"LINESTRING (12.4824689 41.9004382, 12.4825781 41.9001849)",,,,,,
1538138815,266318885,0,"[31875385, 50602036, 24492142]",True,1,"['Via Vittorino da Feltre', 'Via Frangipane', 'Via delle Carine']",residential,,False,291.00600000000003,"LINESTRING (12.4903029 41.8924657, 12.490349 41.8924769, 12.4909299 41.8926062, 12.491337 41.8926932, 12.4914009 41.8927059, 12.4913788 41.8927649, 12.4911259 41.8934569, 12.4911111 41.8934752, 12.4910919 41.893486, 12.4910715 41.8934915, 12.4910503 41.8934907, 12.4902117 41.8933028, 12.4901408 41.8933294, 12.4898834 41.893258)",,,,,,
1538138815,266318885,1,201194127,True,1,Via del Cardello,residential,,False,94.713,"LINESTRING (12.4903029 41.8924657, 12.4902721 41.8925364, 12.4902601 41.8925587, 12.4898834 41.893258)",,,,,,
1538138815,5906641091,0,625592148,False,1,Via del Colosseo,residential,,True,117.524,"LINESTRING (12.4903029 41.8924657, 12.4903231 41.8924171, 12.49034 41.8923812, 12.4903569 41.8923466, 12.4903754 41.8923132, 12.4903939 41.8922812, 12.4908131 41.8916262, 12.4908262 41.8916079, 12.4908411 41.8915899, 12.4908571 41.8915745, 12.4908754 41.8915606, 12.4908915 41.8915487, 12.4909293 41.8915247)",,,,,,
1539350657,25418915,0,"[48299397, 172064495]",True,"['2', '3']",Piazza dei Cinquecento,secondary,50,False,49.033,"LINESTRING (12.5002836 41.9005566, 12.5001687 41.9006221, 12.5000165 41.9007118, 12.4999452 41.9007538, 12.4999178 41.9007699, 12.4998175 41.9008288)",,,,,,
1571215688,259359753,0,143577378,True,1,Piazza Trento,residential,,False,29.758,"LINESTRING (12.5060246 41.9174596, 12.5062532 41.917253)",,,,,,
1571215688,255385701,0,143577379,True,2,Piazza Trento,residential,,False,28.783,"LINESTRING (12.5060246 41.9174596, 12.5059588 41.9174189, 12.5058804 41.9173703, 12.5057933 41.9172702)",,,,,,
1578078710,255446521,0,137470200,True,4,Via Nazionale,tertiary,50,False,40.645,"LINESTRING (12.4896547 41.8983645, 12.4892876 41.8981217)",,,,,,
1578078713,2114419567,0,144224681,True,1,Via Piacenza,residential,,False,70.008,"LINESTRING (12.4886086 41.8993374, 12.4891117 41.8996787, 12.4892379 41.899758)",,,,,,
1578078713,1578078710,0,144224683,True,1,Via Parma,residential,,False,138.563,"LINESTRING (12.4886086 41.8993374, 12.4886272 41.8993208, 12.4886458 41.8993041, 12.4895667 41.8984463, 12.4896547 41.8983645)",,,,,,
1603316088,1603316093,0,147124636,True,1,Via del Teatro di Marcello,tertiary,50,False,49.333999999999996,"LINESTRING (12.4805763 41.8909842, 12.480543 41.8910528, 12.4805384 41.8910639, 12.4804546 41.8912707, 12.4804343 41.8913205, 12.4804251 41.8914113)",,,,,,
1603316088,1603316093,1,147125121,True,1,Via del Teatro di Marcello,tertiary,50,False,50.251000000000005,"LINESTRING (12.4805763 41.8909842, 12.4805952 41.8910574, 12.4805885 41.8910735, 12.4805052 41.8912797, 12.4804845 41.8913307, 12.4804251 41.8914113)",,,,,,
1603316093,497360178,0,202550146,True,3,Via del Teatro di Marcello,tertiary,50,False,23.125,"LINESTRING (12.4804251 41.8914113, 12.4803679 41.8915081, 12.4802992 41.8915966)",,,,,,
1603332708,25418882,0,"[108570596, 147125845]",True,1,"['Piazza della Repubblica', 'Via Nazionale']",tertiary,50,False,53.886,"LINESTRING (12.4956832 41.9023669, 12.495652 41.902313, 12.4956379 41.9022937, 12.4956187 41.9022744, 12.4955932 41.9022531, 12.4955848 41.9022461, 12.4955383 41.902214, 12.4954764 41.9021726, 12.4953805 41.9021114, 12.4953585 41.902098, 12.4953276 41.9020813, 12.4952962 41.902065, 12.4952304 41.902029)",,,,,,
1603332708,25418882,1,"[147125841, 202304085]",True,2,"['Piazza della Repubblica', 'Via Nazionale']",tertiary,50,False,53.25900000000001,"LINESTRING (12.4956832 41.9023669, 12.4956248 41.9023172, 12.4955586 41.9022743, 12.4954389 41.9021983, 12.4953725 41.9021539, 12.4953503 41.902138, 12.4953289 41.9021219, 12.4953062 41.9021034, 12.4952843 41.9020847, 12.4952304 41.902029)",,,,,,
1660432231,1180803349,0,201008858,True,1,Via Labicana,secondary,30,False,225.565,"LINESTRING (12.4946425 41.8905524, 12.4946869 41.8905437, 12.4959087 41.8903124, 12.4964224 41.8902153, 12.4969482 41.8901176, 12.4970417 41.8901003, 12.4972871 41.8900643)",,,,,,
1662372508,1662372530,0,153585843,False,2,Via Adolfo Cancani,residential,,True,204.08599999999998,"LINESTRING (12.4811986 41.9180491, 12.4812282 41.9180805, 12.4812816 41.9181074, 12.4813694 41.9181006, 12.4816002 41.9180321, 12.4818154 41.9183079, 12.4818868 41.9184153, 12.4818963 41.9184719, 12.4818551 41.9185285, 12.4817489 41.9185816, 12.481668 41.91865, 12.4816363 41.9187172, 12.4816474 41.918801, 12.4817108 41.91888, 12.4818646 41.9190628, 12.4820815 41.9193024)",,,,,,
1662372508,1300004438,0,190310795,True,1,Via Antonio Gramsci,residential,,False,133.655,"LINESTRING (12.4811986 41.9180491, 12.4812949 41.9180164, 12.4814238 41.9179529, 12.4814741 41.917896, 12.4814952 41.917864, 12.4815061 41.917826, 12.4814957 41.9177758, 12.481459 41.9177222, 12.4814031 41.9176815, 12.4813178 41.9176518, 12.48122 41.9176542, 12.4810544 41.9176668, 12.4810193 41.917666, 12.480981 41.9176531, 12.4809548 41.9176261, 12.4809427 41.9175943, 12.4809387 41.9175628, 12.4809392 41.9175293, 12.4809678 41.9174797, 12.4811026 41.9173677, 12.4811351 41.9173404)",,,,,,
1662372530,259299770,0,23920869,True,1,Via Giuseppe De Notaris,residential,,False,19.103,"LINESTRING (12.4820815 41.9193024, 12.4821436 41.9192631, 12.4822025 41.9192436, 12.4822861 41.9192546)",,,,,,
1662372530,1662372508,0,153585843,False,2,Via Adolfo Cancani,residential,,False,204.086,"LINESTRING (12.4820815 41.9193024, 12.4818646 41.9190628, 12.4817108 41.91888, 12.4816474 41.918801, 12.4816363 41.9187172, 12.481668 41.91865, 12.4817489 41.9185816, 12.4818551 41.9185285, 12.4818963 41.9184719, 12.4818868 41.9184153, 12.4818154 41.9183079, 12.4816002 41.9180321, 12.4813694 41.9181006, 12.4812816 41.9181074, 12.4812282 41.9180805, 12.4811986 41.9180491)",,,,,,
1672413680,93810152,0,154747061,False,2,Piazza di San Giovanni in Laterano,secondary,50,False,11.489,"LINESTRING (12.5046011 41.8871824, 12.5046256 41.8870807)",,,,,,
1672413680,1224084340,0,154747065,True,2,Piazza di San Giovanni in Laterano,residential,,False,49.535000000000004,"LINESTRING (12.5046011 41.8871824, 12.5043812 41.8871874, 12.5043172 41.8871889, 12.5041313 41.8871918, 12.5040029 41.887193)",,,,,,
1672413680,255462621,0,232341930,False,4,Via Merulana,secondary,50,True,103.19800000000001,"LINESTRING (12.5046011 41.8871824, 12.5045642 41.8872666, 12.5045575 41.8872856, 12.5042034 41.8879517, 12.5041501 41.8880473)",,,,,,
1690979201,259664636,0,290006827,False,4,Viale Ventuno Aprile,tertiary,50,False,16.985,"LINESTRING (12.5203962 41.9151932, 12.5203834 41.915282, 12.5203778 41.9153453)",,,,,,
1690979201,292457320,0,315245293,False,4,Viale Ventuno Aprile,tertiary,50,True,90.676,"LINESTRING (12.5203962 41.9151932, 12.5204502 41.9147605, 12.5204864 41.9144595, 12.5204958 41.9143811)",,,,,,
1696718221,309293389,0,174639752,False,,Via di Sant'Eustachio,residential,,False,3.74,"LINESTRING (12.4759129 41.8984362, 12.475953 41.8984207)",,,,,,
1696718221,1421279832,0,174639749,True,,Piazza Di San Eustachio,residential,,False,28.296999999999997,"LINESTRING (12.4759129 41.8984362, 12.4758708 41.8984365, 12.4758308 41.8984353, 12.4757895 41.8984321, 12.4757595 41.8984274, 12.4757282 41.8984208, 12.4756961 41.8984126, 12.4756721 41.8984044, 12.4756413 41.8983938, 12.4755898 41.8983698)",,,,,,
1716354044,1086128541,0,33280057,True,2,Lungotevere Arnaldo da Brescia,primary,50,False,47.504,"LINESTRING (12.4732549 41.9105386, 12.4734473 41.9101361)",,,,,,
1716354048,315144534,0,159524919,True,4,Via Maria Adelaide,primary,50,False,33.333,"LINESTRING (12.473997 41.9107824, 12.4739382 41.9109162, 12.4738717 41.9110673)",,,,,,
1716354048,1716354061,0,159524925,True,1,Via Maria Cristina,residential,,False,65.827,"LINESTRING (12.473997 41.9107824, 12.4740934 41.9108126, 12.4746282 41.9109772, 12.4747318 41.9110092)",,,,,,
1716354048,1716354044,0,159524927,True,1,Via Maria Cristina,residential,,False,67.13300000000001,"LINESTRING (12.473997 41.9107824, 12.4739249 41.910756, 12.4733492 41.9105696, 12.4732549 41.9105386)",,,,,,
1716354061,309308372,0,28160812,True,2,Via Principessa Clotilde,residential,,False,74.82,"LINESTRING (12.4747318 41.9110092, 12.4749642 41.9104656, 12.4750024 41.9103672)",,,,,,
1751775421,1751775424,0,163507662,True,1,Piazza Giuseppe Verdi,residential,,False,19.597,"LINESTRING (12.4954876 41.9186876, 12.4952934 41.9187885)",,,,,,
1751775421,261732848,0,246167820,True,1,Via Gaetano Donizetti,residential,,False,109.379,"LINESTRING (12.4954876 41.9186876, 12.4954741 41.9186324, 12.4951863 41.9177299)",,,,,,
1751775424,617834578,0,246167819,True,1,Via Claudio Monteverdi,residential,,False,99.188,"LINESTRING (12.4952934 41.9187885, 12.4952504 41.9187459, 12.4945732 41.9180754)",,,,,,
1759785793,1759785794,0,164338228,True,,Via del Fiume,residential,,False,85.623,"LINESTRING (12.4759513 41.9080411, 12.4751071 41.9080976, 12.4750676 41.9080974, 12.475027 41.908094, 12.4749928 41.9080876, 12.4749575 41.908078, 12.4749267 41.9080675)",,,,,,
1759785793,293809447,0,185272198,True,1,Via di Ripetta,residential,,False,77.4,"LINESTRING (12.4759513 41.9080411, 12.4758619 41.9074428, 12.4758467 41.9073494)",,,,,,
1759785794,247330889,0,"[24186681, 24186718]",True,1,Passeggiata di Ripetta,residential,,False,195.92100000000002,"LINESTRING (12.4749267 41.9080675, 12.4750503 41.9079052, 12.475124 41.9078005, 12.4751649 41.9077387, 12.4751839 41.9077053, 12.4751996 41.9076726, 12.4752184 41.9076255, 12.4752286 41.9075902, 12.4752346 41.9075634, 12.4752357 41.9075352, 12.4752325 41.9075054, 12.4751881 41.907292, 12.4751368 41.9070339, 12.4751323 41.9070041, 12.4751388 41.9069775, 12.4751491 41.9069508, 12.4751648 41.9069239, 12.4752047 41.9068736, 12.4752528 41.9068179, 12.475308 41.906773, 12.4753683 41.9067399, 12.4754333 41.9067146, 12.4755077 41.9066944, 12.4755696 41.9066801, 12.4756031 41.9066672, 12.4756455 41.9066486, 12.4756835 41.9066232, 12.4757274 41.9065852)",,,,,,
1764712987,257491322,0,143383297,True,2,Via Giovanni Paisiello,secondary,50,False,18.803,"LINESTRING (12.4941303 41.9156375, 12.4941296 41.9154684)",,,,,,
1764712987,1764712989,0,164875929,True,1,,residential,,False,23.781,"LINESTRING (12.4941303 41.9156375, 12.4940823 41.9156261, 12.4940401 41.9156196, 12.494007 41.9156178, 12.4939728 41.9156191, 12.4939356 41.9156217, 12.4938479 41.9156335)",,,,,,
1764712989,257491322,0,23764537,True,1,Via Pietro Raimondi,residential,,False,29.669999999999998,"LINESTRING (12.4938479 41.9156335, 12.4939866 41.915551, 12.4940245 41.9155291, 12.4941296 41.9154684)",,,,,,
1764712989,1198670030,0,164875928,False,2,Via Pietro Raimondi,unclassified,,False,119.65700000000001,"LINESTRING (12.4938479 41.9156335, 12.4937718 41.9156718, 12.4927276 41.9163135)",,,,,,
1771529508,246478681,0,22895646,False,2,Via Ludovico Muratori,residential,,True,133.638,"LINESTRING (12.4999255 41.8901149, 12.4989211 41.8904356, 12.4988001 41.8904994, 12.4986786 41.8906055, 12.49862 41.8907369)",,,,,,
1771529508,265550122,0,"[24432513, 211042754]",True,1,"['Via Giovanni Mario Crescimbeni', 'Via Francesco Giambullari']",residential,,False,129.579,"LINESTRING (12.4999255 41.8901149, 12.4998968 41.8900766, 12.4998528 41.8900179, 12.4998227 41.8899854, 12.4997637 41.8899533, 12.499673 41.8899457, 12.499496 41.8899722, 12.4985057 41.8901486)",,,,,,
1777545380,1777545381,0,367349823,True,1,Piazza Dalmazia,residential,50,False,13.237000000000002,"LINESTRING (12.505549 41.9154296, 12.5055188 41.9154255, 12.5054825 41.9154268, 12.5054336 41.9154343, 12.5053946 41.9154478)",,,,,,
1777545381,3661061624,0,24163223,True,,Piazza Dalmazia,residential,50,False,15.519000000000002,"LINESTRING (12.5053946 41.9154478, 12.5053843 41.9154698, 12.5053669 41.9154891, 12.5053435 41.9155045, 12.5053156 41.915515, 12.505285 41.9155198, 12.5052538 41.9155188)",,,roundabout,,,
1777545382,3661063233,0,367349578,True,,Piazza Dalmazia,residential,50,False,13.116999999999999,"LINESTRING (12.5051539 41.9154162, 12.5051625 41.9153935, 12.5051786 41.9153732, 12.5052012 41.9153566, 12.5052287 41.915345, 12.5052594 41.9153389)",,,roundabout,,,
1794711520,101011000,0,23591343,True,1,Piazza Celimontana,residential,,False,163.66499999999996,"LINESTRING (12.4956739 41.8861039, 12.4958658 41.88669, 12.4958418 41.8867588, 12.4958472 41.8868242, 12.4958936 41.8868814, 12.4959441 41.8869162, 12.496103 41.8873653, 12.4961537 41.88751)",,,,,,
1794711520,246250614,0,23591344,False,2,Piazza Celimontana,residential,,False,25.427,"LINESTRING (12.4956739 41.8861039, 12.4955087 41.8861439, 12.4953818 41.8861746)",,,,,,
1809472197,259666564,0,"[23036856, 167959405, 24896672]",True,"['2', '1']","['Viale Regina Elena', 'Piazzale del Verano']",secondary,50,False,427.00300000000004,"LINESTRING (12.5194009 41.9028146, 12.5193864 41.9028402, 12.519366 41.9028638, 12.5193406 41.9028893, 12.5193165 41.9029088, 12.5192424 41.9029674, 12.5191661 41.9030238, 12.5179091 41.9040289, 12.5176142 41.9042594, 12.5175937 41.9042763, 12.5175514 41.9043093, 12.5170123 41.9047255, 12.5166726 41.9049909, 12.5159539 41.9055586, 12.5159219 41.9055838, 12.5158787 41.9056173)",,,,,,
1809472197,248531764,0,"[122080730, 223139250]",True,2,Piazzale del Verano,secondary,50,False,32.528,"LINESTRING (12.5194009 41.9028146, 12.5193386 41.9027903, 12.51932 41.9027831, 12.5192975 41.9027736, 12.5191628 41.9027168, 12.5190546 41.9026764)",,,,,,
1809491650,280135546,0,202304093,False,3,Viale delle Belle Arti,tertiary,50,True,26.008,"LINESTRING (12.4822684 41.9163074, 12.4819994 41.9164284)",,,,,,
1809491650,259282269,0,202304094,False,4,Viale delle Belle Arti,tertiary,50,False,32.173,"LINESTRING (12.4822684 41.9163074, 12.482599 41.9161551)",,,,,,
1809491650,259286257,0,169787950,True,1,Viale delle Belle Arti,residential,,False,117.80099999999999,"LINESTRING (12.4822684 41.9163074, 12.4821549 41.9164098, 12.4820243 41.9165277, 12.481844 41.9166067, 12.4813653 41.9168176, 12.4813433 41.9168251, 12.481317 41.9168324, 12.4812893 41.9168377, 12.4812638 41.916841, 12.4812369 41.9168422, 12.4812155 41.9168421, 12.4811789 41.9168396, 12.4810967 41.9168337)",,,,,,
1821416722,292458548,0,171043940,True,1,,unclassified,,False,17.353,"LINESTRING (12.5140321 41.9107729, 12.5141044 41.9108454, 12.5141573 41.9108981)",,,,,,
1821416722,280135559,0,171043941,True,1,,residential,,False,11.57,"LINESTRING (12.5140321 41.9107729, 12.5140428 41.9107963, 12.5140459 41.9108068, 12.514047 41.9108219, 12.514044 41.9108362, 12.5140383 41.9108498, 12.514031 41.91086, 12.5140201 41.9108704)",,,,,,
1824855154,1824855155,0,171463164,True,,,residential,,False,16.64,"LINESTRING (12.517035 41.8873192, 12.5171445 41.8874447)",,,,,,
1824855154,330362219,0,30010031,True,,Viale Castrense,residential,,False,105.66099999999999,"LINESTRING (12.517035 41.8873192, 12.5174481 41.8873843, 12.5175652 41.8874048, 12.5176578 41.8874244, 12.5177042 41.8874366, 12.5177492 41.8874509, 12.5177891 41.8874659, 12.5178277 41.8874829, 12.5178929 41.8875141, 12.5179595 41.8875504, 12.5180157 41.8875893, 12.5180731 41.8876331, 12.5181594 41.8877064)",,,,,,
1824855155,261719493,0,38492108,True,2,Viale Castrense,primary,50,False,88.1,"LINESTRING (12.5171445 41.8874447, 12.5172959 41.8874713, 12.5174333 41.8874953, 12.5175719 41.8875285, 12.5176399 41.887548, 12.5176941 41.887566, 12.5177399 41.887583, 12.5177825 41.8875992, 12.5178222 41.8876188, 12.5178582 41.8876373, 12.5178942 41.8876587, 12.5179258 41.8876788, 12.5179739 41.8877155, 12.5180632 41.8877985)",,,,,,
1882570816,255123273,0,166170330,False,,Via Germano Sommeiller,residential,,True,35.241,"LINESTRING (12.5144208 41.8906305, 12.5141669 41.8903761)",,,,,,
1883246093,296297705,0,200307286,True,1,Piazza della Marina,residential,,False,31.099,"LINESTRING (12.4736241 41.9165671, 12.4735719 41.9165554, 12.473448 41.9165252, 12.4734177 41.9165168, 12.4732719 41.9164703)",,,,,,
1883246103,293813969,0,26785946,False,2,Via Giovanni Vincenzo Gravina,residential,,True,61.798,"LINESTRING (12.4734482 41.917386, 12.4727331 41.9172256)",,,,,,
1950489919,317344300,0,284736377,True,2,Viale del Policlinico,primary,50,False,7.305,"LINESTRING (12.5042346 41.9082526, 12.5041552 41.9082239)",,,,,,
1950489919,1119303992,0,284736386,True,1,,tertiary,50,False,8.03,"LINESTRING (12.5042346 41.9082526, 12.5041659 41.9083036)",,,,,,
1950489922,248530975,0,143577395,True,1,Piazza Sassari,secondary,50,False,20.05,"LINESTRING (12.5118741 41.9088235, 12.5117089 41.9089554)",,,,,,
1951786525,293807747,0,24186681,True,1,Passeggiata di Ripetta,residential,,False,92.912,"LINESTRING (12.4739746 41.9093442, 12.4740036 41.9092994, 12.4740436 41.9092376, 12.4744762 41.9086598, 12.4745133 41.9086113)",,,,,,
1951786527,261960930,0,121464283,True,2,Via della Penna,residential,,False,11.277,"LINESTRING (12.4740457 41.9094658, 12.4739138 41.9094403)",,,,,,
1962391872,919655149,0,185586082,True,2,Corso d'Italia,tertiary,50,False,156.29800000000003,"LINESTRING (12.4926884 41.9109722, 12.491762 41.9106966, 12.4915278 41.9106279, 12.4914102 41.9105937, 12.4912896 41.9105491, 12.491135 41.9104722, 12.4909973 41.9103721)",,,,,,
1962391885,8311098861,0,185586106,True,2,Viale Gioacchino Rossini,tertiary,50,False,228.74099999999999,"LINESTRING (12.491623 41.9206996, 12.4915607 41.9206224, 12.4913333 41.9202242, 12.4911977 41.9199816, 12.4911241 41.9198687, 12.4910631 41.9197751, 12.4906659 41.9194253, 12.4905118 41.9193071, 12.4904402 41.9192545, 12.4903348 41.9191684, 12.49013 41.9190439, 12.4900973 41.919024)",,,,,,
1964144951,291628722,0,26592280,True,1,Via Udine,residential,,False,55.331,"LINESTRING (12.517241 41.9097808, 12.5176565 41.9094577, 12.5177033 41.9094213)",,,,,,
1964144951,2437621193,0,185747824,False,,Via Foggia,residential,,False,66.675,"LINESTRING (12.517241 41.9097808, 12.517276 41.9098461, 12.5174806 41.9102271, 12.5175292 41.9103405)",,,,,,
1964147505,1964147508,0,185747918,True,,Via Trapani,residential,,False,105.574,"LINESTRING (12.5155033 41.9097402, 12.5164233 41.910398)",,,,,,
1964147505,291635329,0,26592523,True,1,Via Como,residential,,False,56.212,"LINESTRING (12.5155033 41.9097402, 12.5159291 41.9094297, 12.5159885 41.9093864)",,,,,,
1964147508,291635331,0,26592280,True,1,Via Udine,residential,,False,54.963,"LINESTRING (12.5164233 41.910398, 12.5168211 41.9100903, 12.5168838 41.9100418)",,,,,,
1995425265,25418891,0,122185790,True,1,Via del Boschetto,residential,30,False,18.189,"LINESTRING (12.4900736 41.898455, 12.4900505 41.8985317, 12.4900226 41.8986141)",,,,,,
2000774876,2000774878,0,189465656,False,,Via di Villa Torlonia,residential,,False,63.877,"LINESTRING (12.5142998 41.913854, 12.5146429 41.9143686)",,,,,,
2000774878,261721800,0,24162878,False,2,Via Alessandro Torlonia,tertiary,50,False,83.771,"LINESTRING (12.5146429 41.9143686, 12.5138008 41.9147868)",,,,,,
2000774878,2000774876,0,189465656,False,,Via di Villa Torlonia,residential,,True,63.877,"LINESTRING (12.5146429 41.9143686, 12.5142998 41.913854)",,,,,,
2000774878,259664951,0,24162878,False,2,Via Alessandro Torlonia,tertiary,50,True,127.13000000000001,"LINESTRING (12.5146429 41.9143686, 12.5153951 41.9139937, 12.5154589 41.9139628, 12.5155214 41.9139328, 12.5155913 41.9139006, 12.5156598 41.9138693, 12.5158628 41.9137791, 12.5158975 41.9137637, 12.5159325 41.9137476)",,,,,,
2001345931,6124731529,0,"[59961345, 189536618]",False,,"['Via Omero', 'Largo Adriano Carcani']",residential,,False,111.677,"LINESTRING (12.4780755 41.9172505, 12.4782644 41.9171643, 12.4783391 41.9171271, 12.4784113 41.9170891, 12.4784775 41.9170493, 12.4785412 41.9170086, 12.4786239 41.9169514, 12.4786963 41.916894, 12.4787478 41.9168564, 12.4787939 41.9168252, 12.4788588 41.9167895, 12.478927 41.916757, 12.4791571 41.9166579)",,,,,,
2001545075,255250999,0,22885883,False,2,Largo Assen Peikov,residential,,True,8.741,"LINESTRING (12.4920955 41.892117, 12.4919957 41.8920913)",,,,,,
2001545075,2112943275,0,201337259,True,1,Via del Monte Oppio,residential,,False,93.656,"LINESTRING (12.4920955 41.892117, 12.4921484 41.8920629, 12.4922813 41.8920274, 12.4930453 41.8918236, 12.4931289 41.8918013)",,,,,,
2001545081,246146288,0,189558640,True,1,Largo Brancaccio,residential,,False,29.701,"LINESTRING (12.4994155 41.8948358, 12.49968 41.8950163)",,,,,,
2001545081,261761724,0,189558642,True,1,Largo Brancaccio,residential,,False,30.458000000000002,"LINESTRING (12.4994155 41.8948358, 12.4993659 41.894872, 12.4991785 41.8950039, 12.4991528 41.8950273)",,,,,,
2001545113,2001545115,0,189558621,False,2,Largo Amilcare Ponchielli,residential,,True,26.575,"LINESTRING (12.4956815 41.9164411, 12.4954376 41.9165966)",,,,,,
2001545113,255398787,0,189558622,True,1,Largo Amilcare Ponchielli,residential,,False,93.312,"LINESTRING (12.4956815 41.9164411, 12.4957724 41.9165627, 12.4960523 41.9169279, 12.4961295 41.9171005, 12.496171 41.9171932)",,,,,,
2001545115,2001545113,0,189558621,False,2,Largo Amilcare Ponchielli,residential,,False,26.575,"LINESTRING (12.4954376 41.9165966, 12.4956815 41.9164411)",,,,,,
2001545115,261731858,0,189558680,False,2,Via Ruggero Giovannelli,secondary,50,False,34.62,"LINESTRING (12.4954376 41.9165966, 12.4951477 41.9163721)",,,,,,
2001545115,255398787,0,24163859,False,2,Largo Amilcare Ponchielli,secondary,50,True,89.90700000000001,"LINESTRING (12.4954376 41.9165966, 12.4960408 41.9170873, 12.4960961 41.9171323, 12.496171 41.9171932)",,,,,,
2008994869,1366065306,0,"[190296554, 223439319]",False,,"['Piazza Mignanelli', 'Piazza di Spagna']",residential,,True,79.495,"LINESTRING (12.4833542 41.905432, 12.4833239 41.9053974, 12.4833892 41.9052192, 12.4834388 41.9050837, 12.4831139 41.9049988, 12.4830818 41.9049513, 12.4830948 41.9049135)",,,,,,
2012401714,1964147505,0,185747918,True,,Via Trapani,residential,,False,77.019,"LINESTRING (12.5148259 41.9092652, 12.5155033 41.9097402)",,,,,,
2012401714,296364344,0,143577384,True,1,Via Imperia,residential,,False,45.159000000000006,"LINESTRING (12.5148259 41.9092652, 12.514505 41.9095076, 12.5144429 41.9095545)",,,,,,
2017402084,1233461517,0,125566953,True,2,Piazza del Gesù,tertiary,50,False,58.706,"LINESTRING (12.4791883 41.8960027, 12.4789463 41.8959906, 12.4788494 41.8959851, 12.478815 41.8959831, 12.4786303 41.8959723, 12.4784819 41.8959573)",,,,,,
2017402084,427615258,0,191158665,True,1,Piazza del Gesù,residential,,False,32.422999999999995,"LINESTRING (12.4791883 41.8960027, 12.4790347 41.8959468, 12.4790001 41.8959306, 12.4789785 41.8959148, 12.4789627 41.8958932, 12.4789552 41.8958692, 12.4789534 41.895854, 12.478951 41.8958334, 12.4789577 41.8958077)",,,,,,
2026317934,261267584,0,"[23442672, 23442669, 192075622]",True,"['2', '1']","['Piazza della Trinità dei Monti', 'Viale della Trinità dei Monti']",tertiary,50,False,317.19599999999997,"LINESTRING (12.4837436 41.9057978, 12.4835364 41.9059164, 12.4833776 41.9059993, 12.4833519 41.9060264, 12.4831958 41.9063635, 12.4831038 41.906615, 12.4828476 41.9072121, 12.4825999 41.9078383, 12.482559 41.9079228, 12.4824873 41.9080094, 12.4823887 41.9080956, 12.4822667 41.9081818, 12.4821033 41.908276)",,,,,,
2026317934,253873481,0,"[192075624, 192076282]",True,1,"['Via Gregoriana', 'Piazza della Trinità dei Monti']",residential,,False,249.863,"LINESTRING (12.4837436 41.9057978, 12.4837176 41.9057627, 12.4836934 41.9057267, 12.4850504 41.9043895, 12.4853705 41.904074, 12.4853932 41.9040517, 12.485448 41.9039977)",,,,,,
2026732006,745446809,0,153585845,False,,Via Antonio Vallisneri,residential,,True,136.453,"LINESTRING (12.4844753 41.9192786, 12.4835901 41.9182432)",,,,,,
